Project > Number,Project > Name,Project > Actual Start Date,Project > Projected Finish Date,Project > APM,Company (Vendor) > Name,Company Project Insurance > Expiration Date,Company Project Insurance > Insurance Type,Company Project Insurance > Policy Number
25-091-G,Starbucks-WSP-NYU Refresh,2/5/2026,2/9/2026,Ahern Tim,ALAINN TILE & MARBLE INC.,11/20/2026,Umbrella/Excess,6024019203464
25-091-G,Starbucks-WSP-NYU Refresh,2/5/2026,2/9/2026,Ahern Tim,ALAINN TILE & MARBLE INC.,6/20/2026,Workers Compensation,NYSIF Certificate
25-091-G,Starbucks-WSP-NYU Refresh,2/5/2026,2/9/2026,Ahern Tim,ALAINN TILE & MARBLE INC.,11/20/2026,General Liability,CTRl016310
25-091-G,Starbucks-WSP-NYU Refresh,2/5/2026,2/9/2026,Ahern Tim,ALAINN TILE & MARBLE INC.,,Automobile Liability,
25-091-G,Starbucks-WSP-NYU Refresh,2/5/2026,2/9/2026,Ahern Tim,CONDE ELECTRIC INC.,,,
25-091-G,Starbucks-WSP-NYU Refresh,2/5/2026,2/9/2026,Ahern Tim,BLACK DOG INTERIORS CORP.,5/23/2026,General Liability,GLGR4526-01
25-091-G,Starbucks-WSP-NYU Refresh,2/5/2026,2/9/2026,Ahern Tim,BLACK DOG INTERIORS CORP.,5/23/2026,Automobile Liability,BAGR4526-01
25-091-G,Starbucks-WSP-NYU Refresh,2/5/2026,2/9/2026,Ahern Tim,BLACK DOG INTERIORS CORP.,5/23/2026,Umbrella/Excess,XSGR4526-01
25-091-G,Starbucks-WSP-NYU Refresh,2/5/2026,2/9/2026,Ahern Tim,BLACK DOG INTERIORS CORP.,9/28/2026,Workers Compensation,5381832
25-093-G,S&S-SCO Group 3-CT Locations,4/6/2026,4/9/2026,"Yoon Susan, Santiago Mark",PROFESSIONAL ELECTRICAL CONT.,,,
25-094-G,S&S-SCO Group 3-NY Locations,1/19/2026,4/15/2026,"Yoon Susan, Santiago Mark",CRK CONTRACTING OF SUFFOLK INC,,,
25-094-G,S&S-SCO Group 3-NY Locations,1/19/2026,4/15/2026,"Yoon Susan, Santiago Mark",UNION FLOORING INSTALLATIONS,,,
25-096-T,Sweetgreen-Nomad Relo IK-NYC,12/15/2025,12/23/2025,Brown Monephia,APPLE MAINTENANCE SVC INC.,11/15/2026,General Liability,P6308T139540PHX25
25-096-T,Sweetgreen-Nomad Relo IK-NYC,12/15/2025,12/23/2025,Brown Monephia,APPLE MAINTENANCE SVC INC.,11/15/2026,Automobile Liability,BA-8T140981-25-43-G
25-096-T,Sweetgreen-Nomad Relo IK-NYC,12/15/2025,12/23/2025,Brown Monephia,APPLE MAINTENANCE SVC INC.,11/15/2026,Umbrella/Excess,CUP-8T1413752543
25-096-T,Sweetgreen-Nomad Relo IK-NYC,12/15/2025,12/23/2025,Brown Monephia,APPLE MAINTENANCE SVC INC.,11/15/2026,Workers Compensation,UB-8T141234-25-43-G
25-096-T,Sweetgreen-Nomad Relo IK-NYC,12/15/2025,12/23/2025,Brown Monephia,WC GREMP LLC,3/29/2027,Workers Compensation,UB-C5289823-26-42-G
25-096-T,Sweetgreen-Nomad Relo IK-NYC,12/15/2025,12/23/2025,Brown Monephia,WC GREMP LLC,4/1/2027,Automobile Liability,16SBMAK4F0V
25-096-T,Sweetgreen-Nomad Relo IK-NYC,12/15/2025,12/23/2025,Brown Monephia,WC GREMP LLC,4/1/2027,Umbrella/Excess,16SBMAK4F0V
25-096-T,Sweetgreen-Nomad Relo IK-NYC,12/15/2025,12/23/2025,Brown Monephia,WC GREMP LLC,4/1/2027,General Liability,16SBMAK4F0V
25-096-T,Sweetgreen-Nomad Relo IK-NYC,12/15/2025,12/23/2025,Brown Monephia,MAXIMUM ELECTRIC CORP,9/9/2026,Workers Compensation,KEYMCP00317301
25-096-T,Sweetgreen-Nomad Relo IK-NYC,12/15/2025,12/23/2025,Brown Monephia,MAXIMUM ELECTRIC CORP,4/29/2027,Automobile Liability,BAGR1594-06
25-096-T,Sweetgreen-Nomad Relo IK-NYC,12/15/2025,12/23/2025,Brown Monephia,MAXIMUM ELECTRIC CORP,4/29/2027,General Liability,MPGR1594-06
25-096-T,Sweetgreen-Nomad Relo IK-NYC,12/15/2025,12/23/2025,Brown Monephia,MAXIMUM ELECTRIC CORP,4/29/2027,Umbrella/Excess,XSGR1594-06
25-096-T,Sweetgreen-Nomad Relo IK-NYC,12/15/2025,12/23/2025,Brown Monephia,IGNITE PLUMBING & HEATING LLC,2/12/2027,General Liability,CEP4000302
25-096-T,Sweetgreen-Nomad Relo IK-NYC,12/15/2025,12/23/2025,Brown Monephia,IGNITE PLUMBING & HEATING LLC,2/12/2027,Umbrella/Excess,ISCEXO300002422-01
25-096-T,Sweetgreen-Nomad Relo IK-NYC,12/15/2025,12/23/2025,Brown Monephia,IGNITE PLUMBING & HEATING LLC,8/19/2026,Workers Compensation,Q 25764093
25-096-T,Sweetgreen-Nomad Relo IK-NYC,12/15/2025,12/23/2025,Brown Monephia,IGNITE PLUMBING & HEATING LLC,2/18/2027,Automobile Liability,390 4112-B18-52
26-001-G,"Shoprite-Expansion-Bethpage,NY",1/26/2026,12/14/2026,"Santiago Mark, Stewart Brian",BENCO INC,8/15/2026,Umbrella/Excess,S 2309333
26-001-G,"Shoprite-Expansion-Bethpage,NY",1/26/2026,12/14/2026,"Santiago Mark, Stewart Brian","SUMMIT STRUCTURAL BUILDERS,",7/1/2026,Workers Compensation,Z 2604 011-3
26-001-G,"Shoprite-Expansion-Bethpage,NY",1/26/2026,12/14/2026,"Santiago Mark, Stewart Brian",BENCO INC,8/15/2026,Automobile Liability,S 2309333
26-001-G,"Shoprite-Expansion-Bethpage,NY",1/26/2026,12/14/2026,"Santiago Mark, Stewart Brian",BENCO INC,8/15/2026,Workers Compensation,WC 9047640
26-001-G,"Shoprite-Expansion-Bethpage,NY",1/26/2026,12/14/2026,"Santiago Mark, Stewart Brian",CM RICHEY ELECTRICAL CONT. INC,11/1/2026,Workers Compensation,5608317
26-001-G,"Shoprite-Expansion-Bethpage,NY",1/26/2026,12/14/2026,"Santiago Mark, Stewart Brian",CM RICHEY ELECTRICAL CONT. INC,11/1/2026,Umbrella/Excess,DMX100002001
26-001-G,"Shoprite-Expansion-Bethpage,NY",1/26/2026,12/14/2026,"Santiago Mark, Stewart Brian",CM RICHEY ELECTRICAL CONT. INC,11/1/2026,Automobile Liability,5608330
26-001-G,"Shoprite-Expansion-Bethpage,NY",1/26/2026,12/14/2026,"Santiago Mark, Stewart Brian",CM RICHEY ELECTRICAL CONT. INC,11/1/2026,General Liability,FMCCGL100110201
26-001-G,"Shoprite-Expansion-Bethpage,NY",1/26/2026,12/14/2026,"Santiago Mark, Stewart Brian","JERSEY TILE, LLC.",11/1/2026,General Liability,7063455947
26-001-G,"Shoprite-Expansion-Bethpage,NY",1/26/2026,12/14/2026,"Santiago Mark, Stewart Brian","JERSEY TILE, LLC.",11/1/2026,Automobile Liability,7063455964
26-001-G,"Shoprite-Expansion-Bethpage,NY",1/26/2026,12/14/2026,"Santiago Mark, Stewart Brian","JERSEY TILE, LLC.",11/1/2026,Umbrella/Excess,7063455978
26-001-G,"Shoprite-Expansion-Bethpage,NY",1/26/2026,12/14/2026,"Santiago Mark, Stewart Brian","JERSEY TILE, LLC.",6/12/2026,Workers Compensation,7063455950
26-001-G,"Shoprite-Expansion-Bethpage,NY",1/26/2026,12/14/2026,"Santiago Mark, Stewart Brian","MACKENZIE AUTOMATIC DOORS,INC.",,General Liability,
26-001-G,"Shoprite-Expansion-Bethpage,NY",1/26/2026,12/14/2026,"Santiago Mark, Stewart Brian","MACKENZIE AUTOMATIC DOORS,INC.",,Automobile Liability,
26-001-G,"Shoprite-Expansion-Bethpage,NY",1/26/2026,12/14/2026,"Santiago Mark, Stewart Brian","MACKENZIE AUTOMATIC DOORS,INC.",,Umbrella/Excess,
26-001-G,"Shoprite-Expansion-Bethpage,NY",1/26/2026,12/14/2026,"Santiago Mark, Stewart Brian","MACKENZIE AUTOMATIC DOORS,INC.",,Workers Compensation,
26-001-G,"Shoprite-Expansion-Bethpage,NY",1/26/2026,12/14/2026,"Santiago Mark, Stewart Brian",MO FLOORS INC.,6/15/2026,General Liability,IBL-F3C7RF8XCJ
26-001-G,"Shoprite-Expansion-Bethpage,NY",1/26/2026,12/14/2026,"Santiago Mark, Stewart Brian",MO FLOORS INC.,6/15/2026,Automobile Liability,IBL-F3C7RF8XCJ
26-001-G,"Shoprite-Expansion-Bethpage,NY",1/26/2026,12/14/2026,"Santiago Mark, Stewart Brian",MO FLOORS INC.,12/23/2026,Umbrella/Excess,XL1601476F
26-001-G,"Shoprite-Expansion-Bethpage,NY",1/26/2026,12/14/2026,"Santiago Mark, Stewart Brian",MO FLOORS INC.,12/23/2026,Workers Compensation,92-CS-P033-3
26-001-G,"Shoprite-Expansion-Bethpage,NY",1/26/2026,12/14/2026,"Santiago Mark, Stewart Brian",BLACK DOG INTERIORS CORP.,5/23/2026,General Liability,GLGR4526-01
26-001-G,"Shoprite-Expansion-Bethpage,NY",1/26/2026,12/14/2026,"Santiago Mark, Stewart Brian",BLACK DOG INTERIORS CORP.,5/23/2026,Automobile Liability,BAGR4526-01
26-001-G,"Shoprite-Expansion-Bethpage,NY",1/26/2026,12/14/2026,"Santiago Mark, Stewart Brian",BLACK DOG INTERIORS CORP.,5/23/2026,Umbrella/Excess,XSGR4526-01
26-001-G,"Shoprite-Expansion-Bethpage,NY",1/26/2026,12/14/2026,"Santiago Mark, Stewart Brian",BLACK DOG INTERIORS CORP.,9/28/2026,Workers Compensation,5381832
26-001-G,"Shoprite-Expansion-Bethpage,NY",1/26/2026,12/14/2026,"Santiago Mark, Stewart Brian",LAND SHAPES CONTRACTING INC.,5/9/2026,General Liability,G7430719A 003
26-001-G,"Shoprite-Expansion-Bethpage,NY",1/26/2026,12/14/2026,"Santiago Mark, Stewart Brian",LAND SHAPES CONTRACTING INC.,5/9/2026,Automobile Liability,CAPl084217
26-001-G,"Shoprite-Expansion-Bethpage,NY",1/26/2026,12/14/2026,"Santiago Mark, Stewart Brian",LAND SHAPES CONTRACTING INC.,5/9/2026,Umbrella/Excess,EXL0003913
26-001-G,"Shoprite-Expansion-Bethpage,NY",1/26/2026,12/14/2026,"Santiago Mark, Stewart Brian",LAND SHAPES CONTRACTING INC.,4/1/2027,Workers Compensation,Z2438243-4 - NYSIF
26-001-G,"Shoprite-Expansion-Bethpage,NY",1/26/2026,12/14/2026,"Santiago Mark, Stewart Brian",A. YORK CLEANING COMPANY INC.,5/22/2026,General Liability,46 SBM BS6SL8
26-001-G,"Shoprite-Expansion-Bethpage,NY",1/26/2026,12/14/2026,"Santiago Mark, Stewart Brian",A. YORK CLEANING COMPANY INC.,5/22/2026,Umbrella/Excess,46 SBM BS6SL8
26-001-G,"Shoprite-Expansion-Bethpage,NY",1/26/2026,12/14/2026,"Santiago Mark, Stewart Brian",A. YORK CLEANING COMPANY INC.,5/22/2026,Automobile Liability,46 SBM BS6SL8
26-001-G,"Shoprite-Expansion-Bethpage,NY",1/26/2026,12/14/2026,"Santiago Mark, Stewart Brian",A. YORK CLEANING COMPANY INC.,3/1/2027,Workers Compensation,WWC3841802 3/3
26-001-G,"Shoprite-Expansion-Bethpage,NY",1/26/2026,12/14/2026,"Santiago Mark, Stewart Brian",INFRARED SERVICES OF NJ INC.,8/1/2026,General Liability,13 SBM AT4Y4N
26-001-G,"Shoprite-Expansion-Bethpage,NY",1/26/2026,12/14/2026,"Santiago Mark, Stewart Brian",INFRARED SERVICES OF NJ INC.,8/1/2026,Umbrella/Excess,13 SBM AT4Y4N
26-001-G,"Shoprite-Expansion-Bethpage,NY",1/26/2026,12/14/2026,"Santiago Mark, Stewart Brian",INFRARED SERVICES OF NJ INC.,8/1/2026,Automobile Liability,13 UEC GD9891
26-001-G,"Shoprite-Expansion-Bethpage,NY",1/26/2026,12/14/2026,"Santiago Mark, Stewart Brian",INFRARED SERVICES OF NJ INC.,8/1/2026,Workers Compensation,13 WEC AT4Y5V
26-001-G,"Shoprite-Expansion-Bethpage,NY",1/26/2026,12/14/2026,"Santiago Mark, Stewart Brian",American Window Film,3/7/2027,General Liability,DT-CO-4W42274A-TCT-26
26-001-G,"Shoprite-Expansion-Bethpage,NY",1/26/2026,12/14/2026,"Santiago Mark, Stewart Brian",American Window Film,3/7/2027,Automobile Liability,810-4W25589A-26-26-G
26-001-G,"Shoprite-Expansion-Bethpage,NY",1/26/2026,12/14/2026,"Santiago Mark, Stewart Brian",American Window Film,3/7/2027,Workers Compensation,UB-4W388476-26-26-G
26-001-G,"Shoprite-Expansion-Bethpage,NY",1/26/2026,12/14/2026,"Santiago Mark, Stewart Brian",American Window Film,3/7/2027,Umbrella/Excess,027734780
26-001-G,"Shoprite-Expansion-Bethpage,NY",1/26/2026,12/14/2026,"Santiago Mark, Stewart Brian",FULL CAPACITY FIRE CONSULTANTS,12/30/2026,General Liability,WSGLOO2526
26-001-G,"Shoprite-Expansion-Bethpage,NY",1/26/2026,12/14/2026,"Santiago Mark, Stewart Brian",FULL CAPACITY FIRE CONSULTANTS,12/30/2026,Automobile Liability,WPP2063036 01
26-001-G,"Shoprite-Expansion-Bethpage,NY",1/26/2026,12/14/2026,"Santiago Mark, Stewart Brian",FULL CAPACITY FIRE CONSULTANTS,12/30/2026,Umbrella/Excess,WSGU000635
26-001-G,"Shoprite-Expansion-Bethpage,NY",1/26/2026,12/14/2026,"Santiago Mark, Stewart Brian",FULL CAPACITY FIRE CONSULTANTS,12/30/2026,Workers Compensation,TWC4734036
26-001-G,"Shoprite-Expansion-Bethpage,NY",1/26/2026,12/14/2026,"Santiago Mark, Stewart Brian","PB ROOFING, LLC",5/1/2027,General Liability,5092136343
26-001-G,"Shoprite-Expansion-Bethpage,NY",1/26/2026,12/14/2026,"Santiago Mark, Stewart Brian","PB ROOFING, LLC",5/1/2027,Automobile Liability,BUA 5092136326
26-001-G,"Shoprite-Expansion-Bethpage,NY",1/26/2026,12/14/2026,"Santiago Mark, Stewart Brian","PB ROOFING, LLC",5/1/2027,Umbrella/Excess,EMB-00000023-00
26-001-G,"Shoprite-Expansion-Bethpage,NY",1/26/2026,12/14/2026,"Santiago Mark, Stewart Brian","PB ROOFING, LLC",5/1/2027,Workers Compensation,WC 5 92136357
26-001-G,"Shoprite-Expansion-Bethpage,NY",1/26/2026,12/14/2026,"Santiago Mark, Stewart Brian",ALL FORCE CONTRACTING CORP.,9/2/2026,General Liability,BTSP1000489-00
26-001-G,"Shoprite-Expansion-Bethpage,NY",1/26/2026,12/14/2026,"Santiago Mark, Stewart Brian",ALL FORCE CONTRACTING CORP.,9/2/2026,Umbrella/Excess,TSCEEX000352-01
26-001-G,"Shoprite-Expansion-Bethpage,NY",1/26/2026,12/14/2026,"Santiago Mark, Stewart Brian",ALL FORCE CONTRACTING CORP.,10/21/2026,Workers Compensation,408 752324-1
26-001-G,"Shoprite-Expansion-Bethpage,NY",1/26/2026,12/14/2026,"Santiago Mark, Stewart Brian",ALL FORCE CONTRACTING CORP.,,Automobile Liability,
26-001-G,"Shoprite-Expansion-Bethpage,NY",1/26/2026,12/14/2026,"Santiago Mark, Stewart Brian",B&T PLUMBING AND HEATING INC.,12/11/2026,General Liability,5061-1361-00
26-001-G,"Shoprite-Expansion-Bethpage,NY",1/26/2026,12/14/2026,"Santiago Mark, Stewart Brian",B&T PLUMBING AND HEATING INC.,12/11/2026,Umbrella/Excess,5062-0725-00
26-001-G,"Shoprite-Expansion-Bethpage,NY",1/26/2026,12/14/2026,"Santiago Mark, Stewart Brian",B&T PLUMBING AND HEATING INC.,5/22/2026,Automobile Liability,CAPl087926
26-001-G,"Shoprite-Expansion-Bethpage,NY",1/26/2026,12/14/2026,"Santiago Mark, Stewart Brian",B&T PLUMBING AND HEATING INC.,5/22/2026,Umbrella/Excess,ISCEXO300003443-00
26-001-G,"Shoprite-Expansion-Bethpage,NY",1/26/2026,12/14/2026,"Santiago Mark, Stewart Brian",B&T PLUMBING AND HEATING INC.,8/21/2026,Workers Compensation,UB-3L043919-25
26-001-G,"Shoprite-Expansion-Bethpage,NY",1/26/2026,12/14/2026,"Santiago Mark, Stewart Brian",LRC DEVELOPMENT CORPORATION,11/20/2026,Workers Compensation,LRWC618869
26-001-G,"Shoprite-Expansion-Bethpage,NY",1/26/2026,12/14/2026,"Santiago Mark, Stewart Brian",LRC DEVELOPMENT CORPORATION,8/7/2026,General Liability,90-C9-K311-3
26-001-G,"Shoprite-Expansion-Bethpage,NY",1/26/2026,12/14/2026,"Santiago Mark, Stewart Brian",LRC DEVELOPMENT CORPORATION,8/7/2026,Umbrella/Excess,MXLO445205
26-001-G,"Shoprite-Expansion-Bethpage,NY",1/26/2026,12/14/2026,"Santiago Mark, Stewart Brian",LRC DEVELOPMENT CORPORATION,3/24/2027,Umbrella/Excess,90-B4-R063-1
26-001-G,"Shoprite-Expansion-Bethpage,NY",1/26/2026,12/14/2026,"Santiago Mark, Stewart Brian",LRC DEVELOPMENT CORPORATION,6/15/2026,Automobile Liability,089 0157-F15-30
26-001-G,"Shoprite-Expansion-Bethpage,NY",1/26/2026,12/14/2026,"Santiago Mark, Stewart Brian","SUMMIT STRUCTURAL BUILDERS,",1/12/2027,General Liability,FMC-CGL-1001141-01
26-001-G,"Shoprite-Expansion-Bethpage,NY",1/26/2026,12/14/2026,"Santiago Mark, Stewart Brian",AIRSEAL INSULATION SYSTEMS,8/12/2026,General Liability,TRl100620
26-001-G,"Shoprite-Expansion-Bethpage,NY",1/26/2026,12/14/2026,"Santiago Mark, Stewart Brian",AIRSEAL INSULATION SYSTEMS,8/12/2026,Umbrella/Excess,TSCEEX000529-00
26-001-G,"Shoprite-Expansion-Bethpage,NY",1/26/2026,12/14/2026,"Santiago Mark, Stewart Brian","SUMMIT STRUCTURAL BUILDERS,",1/12/2027,Automobile Liability,FMC-HNO1001105-01
26-001-G,"Shoprite-Expansion-Bethpage,NY",1/26/2026,12/14/2026,"Santiago Mark, Stewart Brian",AIRSEAL INSULATION SYSTEMS,2/25/2027,Automobile Liability,0003332-SFO-32
26-001-G,"Shoprite-Expansion-Bethpage,NY",1/26/2026,12/14/2026,"Santiago Mark, Stewart Brian",BENCO INC,8/15/2026,General Liability,S 2309333
26-001-G,"Shoprite-Expansion-Bethpage,NY",1/26/2026,12/14/2026,"Santiago Mark, Stewart Brian","SUMMIT STRUCTURAL BUILDERS,",1/12/2027,Umbrella/Excess,DMX1000025-01
26-001-G,"Shoprite-Expansion-Bethpage,NY",1/26/2026,12/14/2026,"Santiago Mark, Stewart Brian",AIRSEAL INSULATION SYSTEMS,4/1/2027,Workers Compensation,Z21527577
26-003-G,Regency Centers-Cut Through-E Meadow,4/1/2026,7/25/2026,"Abad Raymond, Santiago Mark",CM RICHEY ELECTRICAL CONT. INC,11/1/2026,General Liability,FMCCGL100110201
26-003-G,Regency Centers-Cut Through-E Meadow,4/1/2026,7/25/2026,"Abad Raymond, Santiago Mark",CM RICHEY ELECTRICAL CONT. INC,11/1/2026,Automobile Liability,5608330
26-003-G,Regency Centers-Cut Through-E Meadow,4/1/2026,7/25/2026,"Abad Raymond, Santiago Mark",CM RICHEY ELECTRICAL CONT. INC,11/1/2026,Umbrella/Excess,DMX100002001
26-003-G,Regency Centers-Cut Through-E Meadow,4/1/2026,7/25/2026,"Abad Raymond, Santiago Mark",CM RICHEY ELECTRICAL CONT. INC,11/1/2026,Workers Compensation,5608317
26-003-G,Regency Centers-Cut Through-E Meadow,4/1/2026,7/25/2026,"Abad Raymond, Santiago Mark",CM RICHEY ELECTRICAL CONT. INC,11/1/2026,Umbrella/Excess,MXLO444964
26-003-G,Regency Centers-Cut Through-E Meadow,4/1/2026,7/25/2026,"Abad Raymond, Santiago Mark","POLTECH WALL SURFACING, INC.",,,
26-003-G,Regency Centers-Cut Through-E Meadow,4/1/2026,7/25/2026,"Abad Raymond, Santiago Mark",FULL CAPACITY FIRE CONSULTANTS,12/30/2026,General Liability,WSGLOO2526
26-003-G,Regency Centers-Cut Through-E Meadow,4/1/2026,7/25/2026,"Abad Raymond, Santiago Mark",FULL CAPACITY FIRE CONSULTANTS,12/30/2026,Automobile Liability,WPP2063036 01
26-003-G,Regency Centers-Cut Through-E Meadow,4/1/2026,7/25/2026,"Abad Raymond, Santiago Mark",FULL CAPACITY FIRE CONSULTANTS,12/30/2026,Umbrella/Excess,WSGU000635
26-003-G,Regency Centers-Cut Through-E Meadow,4/1/2026,7/25/2026,"Abad Raymond, Santiago Mark",FULL CAPACITY FIRE CONSULTANTS,12/30/2026,Workers Compensation,TWC4734036
26-003-G,Regency Centers-Cut Through-E Meadow,4/1/2026,7/25/2026,"Abad Raymond, Santiago Mark",CLEAR IMAGE STOREFRONTS,,,
26-007-G,"FedEx-Moonachie, NJ",3/23/2026,8/10/2026,Brown Monephia,PRECISE PLUMBING INC.,,,
26-007-G,"FedEx-Moonachie, NJ",3/23/2026,8/10/2026,Brown Monephia,WC GREMP LLC,,,
26-007-G,"FedEx-Moonachie, NJ",3/23/2026,8/10/2026,Brown Monephia,PREFERRED EXTERIOR INDUSTRIES,,,
26-007-G,"FedEx-Moonachie, NJ",3/23/2026,8/10/2026,Brown Monephia,MCENTEE CONSTRUCTION CO.,,,
26-007-G,"FedEx-Moonachie, NJ",3/23/2026,8/10/2026,Brown Monephia,WORTHING AIR,,,
26-007-G,"FedEx-Moonachie, NJ",3/23/2026,8/10/2026,Brown Monephia,"PREMIER GLASS OF NEW YORK, INC",,,
26-007-G,"FedEx-Moonachie, NJ",3/23/2026,8/10/2026,Brown Monephia,"CONTROL POINT ASSOCIATES, INC.",,,
26-007-G,"FedEx-Moonachie, NJ",3/23/2026,8/10/2026,Brown Monephia,"LJS ELECTRIC, INC",10/1/2026,General Liability,S 2236128
26-007-G,"FedEx-Moonachie, NJ",3/23/2026,8/10/2026,Brown Monephia,"LJS ELECTRIC, INC",10/1/2026,Umbrella/Excess,S 2236128
26-007-G,"FedEx-Moonachie, NJ",3/23/2026,8/10/2026,Brown Monephia,"LJS ELECTRIC, INC",10/1/2026,Automobile Liability,1103976072
26-007-G,"FedEx-Moonachie, NJ",3/23/2026,8/10/2026,Brown Monephia,"LJS ELECTRIC, INC",10/1/2026,Workers Compensation,W42754225
26-007-G,"FedEx-Moonachie, NJ",3/23/2026,8/10/2026,Brown Monephia,ELITE LANDSCAPING &,,,
26-007-G,"FedEx-Moonachie, NJ",3/23/2026,8/10/2026,Brown Monephia,"BOON EDAM, INC",,,
26-007-G,"FedEx-Moonachie, NJ",3/23/2026,8/10/2026,Brown Monephia,"APEX FENCE COMPANY, LLC",,,
26-007-G,"FedEx-Moonachie, NJ",3/23/2026,8/10/2026,Brown Monephia,"RESTORATION TECHNOLOGIES, INC",,,
26-007-G,"FedEx-Moonachie, NJ",3/23/2026,8/10/2026,Brown Monephia,EXCEL CONSTRUCTION COMPANY,,,
26-011-G,Madewell LL Work-1 Rock Plaza,4/13/2026,6/8/2026,Brown Monephia,MAXIMUM ELECTRIC CORP,9/9/2026,Workers Compensation,KEYMCP00317301
26-011-G,Madewell LL Work-1 Rock Plaza,4/13/2026,6/8/2026,Brown Monephia,IGNITE PLUMBING & HEATING LLC,2/12/2027,Umbrella/Excess,ISCEXO300002422-01
26-011-G,Madewell LL Work-1 Rock Plaza,4/13/2026,6/8/2026,Brown Monephia,FULL CAPACITY FIRE CONSULTANTS,12/30/2026,Workers Compensation,TWC4734036
26-011-G,Madewell LL Work-1 Rock Plaza,4/13/2026,6/8/2026,Brown Monephia,IGNITE PLUMBING & HEATING LLC,2/12/2027,General Liability,CEP4000302
26-011-G,Madewell LL Work-1 Rock Plaza,4/13/2026,6/8/2026,Brown Monephia,VETS HARDWARE LLC,1/1/2027,General Liability,DT-CO-C2273113-TCT-26
26-011-G,Madewell LL Work-1 Rock Plaza,4/13/2026,6/8/2026,Brown Monephia,MAXIMUM ELECTRIC CORP,4/29/2027,Automobile Liability,BAGR1594-06
26-011-G,Madewell LL Work-1 Rock Plaza,4/13/2026,6/8/2026,Brown Monephia,FULL CAPACITY FIRE CONSULTANTS,12/30/2026,Umbrella/Excess,WSGU000635
26-011-G,Madewell LL Work-1 Rock Plaza,4/13/2026,6/8/2026,Brown Monephia,A.C.M CONSULTING CORP.,3/24/2027,General Liability,S0012GLOO163802
26-011-G,Madewell LL Work-1 Rock Plaza,4/13/2026,6/8/2026,Brown Monephia,IGNITE PLUMBING & HEATING LLC,,Automobile Liability,
26-011-G,Madewell LL Work-1 Rock Plaza,4/13/2026,6/8/2026,Brown Monephia,MAXIMUM ELECTRIC CORP,4/29/2027,Umbrella/Excess,XSGR1594-06
26-011-G,Madewell LL Work-1 Rock Plaza,4/13/2026,6/8/2026,Brown Monephia,IGNITE PLUMBING & HEATING LLC,8/19/2026,Workers Compensation,Q 25764093
26-011-G,Madewell LL Work-1 Rock Plaza,4/13/2026,6/8/2026,Brown Monephia,VETS HARDWARE LLC,1/1/2027,Automobile Liability,BA-C2273499-26-26-G
26-011-G,Madewell LL Work-1 Rock Plaza,4/13/2026,6/8/2026,Brown Monephia,A.C.M CONSULTING CORP.,3/24/2027,Workers Compensation,WC0191764-10
26-011-G,Madewell LL Work-1 Rock Plaza,4/13/2026,6/8/2026,Brown Monephia,MAXIMUM ELECTRIC CORP,4/29/2027,General Liability,MPGR1594-06
26-011-G,Madewell LL Work-1 Rock Plaza,4/13/2026,6/8/2026,Brown Monephia,A.C.M CONSULTING CORP.,3/24/2027,Automobile Liability,P0000014235
26-011-G,Madewell LL Work-1 Rock Plaza,4/13/2026,6/8/2026,Brown Monephia,CORBOCON INC.,4/24/2027,Automobile Liability,BTSP1000647-00
26-011-G,Madewell LL Work-1 Rock Plaza,4/13/2026,6/8/2026,Brown Monephia,A.C.M CONSULTING CORP.,3/24/2027,Umbrella/Excess,EX202600007670
26-011-G,Madewell LL Work-1 Rock Plaza,4/13/2026,6/8/2026,Brown Monephia,CORBOCON INC.,4/24/2027,General Liability,BTSP1000647-00
26-011-G,Madewell LL Work-1 Rock Plaza,4/13/2026,6/8/2026,Brown Monephia,VETS HARDWARE LLC,1/1/2027,Umbrella/Excess,EXN30105437300
26-011-G,Madewell LL Work-1 Rock Plaza,4/13/2026,6/8/2026,Brown Monephia,A.C.M CONSULTING CORP.,3/24/2027,Umbrella/Excess,S0012XS00163902
26-011-G,Madewell LL Work-1 Rock Plaza,4/13/2026,6/8/2026,Brown Monephia,A.C.M CONSULTING CORP.,3/24/2027,Automobile Liability,BAP7058634-02
26-011-G,Madewell LL Work-1 Rock Plaza,4/13/2026,6/8/2026,Brown Monephia,BREFFNI MECHANICAL INC.,11/4/2026,Workers Compensation,W1435878-2
26-011-G,Madewell LL Work-1 Rock Plaza,4/13/2026,6/8/2026,Brown Monephia,CORBOCON INC.,5/31/2026,Workers Compensation,WWC3782037
26-011-G,Madewell LL Work-1 Rock Plaza,4/13/2026,6/8/2026,Brown Monephia,BREFFNI MECHANICAL INC.,1/16/2027,Umbrella/Excess,UMGR104907
26-011-G,Madewell LL Work-1 Rock Plaza,4/13/2026,6/8/2026,Brown Monephia,FULL CAPACITY FIRE CONSULTANTS,12/30/2026,Automobile Liability,WPP2063036 01
26-011-G,Madewell LL Work-1 Rock Plaza,4/13/2026,6/8/2026,Brown Monephia,CORBOCON INC.,4/24/2027,Umbrella/Excess,MXLO445691
26-011-G,Madewell LL Work-1 Rock Plaza,4/13/2026,6/8/2026,Brown Monephia,FULL CAPACITY FIRE CONSULTANTS,12/30/2026,General Liability,WSGLOO2526
26-011-G,Madewell LL Work-1 Rock Plaza,4/13/2026,6/8/2026,Brown Monephia,BREFFNI MECHANICAL INC.,1/16/2027,General Liability,MPGR104907
